PlayType,PlayDirection
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,RIGHT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,MIDDLE
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,MIDDLE
PASS,RIGHT
PASS,RIGHT
PASS,MIDDLE
PASS,MIDDLE
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
PASS,RIGHT
PASS,LEFT
PASS,LEFT
PASS,MIDDLE
